objectid,iso3,gis_name,ref_conv_1951,ref_conv_1951_date,ref_prot_1967,ref_prot_1967_date,ref_conv_prot_note,sta_conv_1954,sta_conv_1954_date,sta_conv_1961,sta_conv_1961_date,sta_conv_prot_note,unhcr_region,region,subregion,code_op,excom,comments,globalid,region_pcode,m49code,short_name_en,short_name_sp,short_name_ar,short_name_fr,short_name_ru,short_name_ch,m49_region,m49_region_group,m49_sub_region,hcr3,color_code,territory,entity_last_update
189,MNP,Northern Mariana Islands (USA),Active,-2209161600000,Active,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Asia and the Pacific,Asia and the Pacific,East Asia and the Pacific,None,Inactive,NA,{78E23DF6-E488-4837-AD2D-0ADAF38760F9},RBAP,580,Northern Mariana Islands,Islas Marianas Septentrionales,جزر ماريانا الشمالية,Îles Mariannes du Nord,Северные Марианские острова,北马里亚纳群岛,Oceania,,Micronesia,MNP,USA,NA,1666109157000
182,ATF,French Southern and Antarctic Territories (FRA),Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Europe,,,None,Inactive,NA,{F06305EB-1C3E-4CCF-BB03-74976726F2BA},RBE,260,French Southern Territories,Territorio de las Tierras Australes Francesas,الأراضي الفرنسية الجنوبية الجنوبية,Terres australes françaises,Южные земли (французская заморская территория),法属南方领地,Africa,Sub-Saharan Africa,Eastern Africa,ATF,FRA,NA,1666109157000
155,FRA,France,Active,-489974400000,Active,34387200000,,Active,-309830400000,Inactive,-2209161600000,,Regional Bureau for Europe,Europe,"Northern, Western, Central and Southern Europe",FRA ABC,Inactive,NA,{A24939B6-9167-4199-A551-8EA205383AC5},RBE,250,France,Francia,فرنسا,France,Франция,法国,Europe,,Western Europe,FRA,FRA,NA,1666109157000
106,TWN,Taiwan (CHN),Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Asia and the Pacific,Asia and the Pacific,East Asia and the Pacific,None,Inactive,NA,{78FAEC09-E971-453C-8BF5-F81974925475},RBAP,NA,,,,,,,,,,TWN,CHN,NA,1666109157000
104,AIA,Anguilla (GBR),Inactive,-2209161600000,Inactive,-2209161600000, ,Inactive,-2209161600000,Inactive,-2209161600000, ,Regional Bureau for Europe,Americas,North America and the Caribbean,USA RO ABC,Inactive,NA,{0EC46918-F2C3-441F-A7D3-E3BA5F2E2ABA},RBE,660,Anguilla,Anguila,أنغويلا,Anguilla,Ангилья,安圭拉,Americas,Latin America and the Caribbean,Caribbean,AIA,GBR,NA,1666109157000
97,FLK,Falkland Islands (Malvinas),Active,-2209161600000,Active,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for the Americas ,Americas,Latin America,0,Inactive,NA,{8B66F1E3-EE73-43F5-A6AB-6C9DD4F74994},RBA,238,Falkland Islands (Malvinas),Islas Malvinas (Falkland),جزر فوكلاند (مالفيناس),Îles Falkland (Malvinas),Фолклендские (Мальвинские) острова,福克兰群岛（马尔维纳斯）,Americas,Latin America and the Caribbean,South America,FLK,GBR,NA,1666109157000
89,FRO,Faeroe Islands (DNK),Active,-2209161600000,Active,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Europe,Europe,"Northern, Western, Central and Southern Europe",0,Inactive,NA,{4D7D2E5C-D191-4E8F-AB8D-E0D14A853243},RBE,234,Faroe Islands,Islas Feroe,جزر فايرو,Îles Féroé,Фарерские острова,法罗群岛,Europe,,Northern Europe,,DNK,NA,1666109157000
79,USA,United States of America,Inactive,-2209161600000,Active,-36806400000,Signatory to Protocol only,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for the Americas ,Americas,North America and the Caribbean,USA RO ABC,Inactive,NA,{607F2C45-B8BC-46FC-9BEE-FDF712932252},RBA,840,United States of America,Estados Unidos de América,الولايات المتحدة الأمريكية,États-Unis d’Amérique,Соединенные Штаты Америки,美利坚合众国,Americas,,Northern America,USA,USA,NA,1666109157000
78,VEN,Bolivarian Republic of Venezuela,Inactive,-2209161600000,Active,527472000000,Signatory to Protocol only,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for the Americas ,Americas,Latin America,VEN ABC,Inactive,NA,{43B3532A-16A7-440D-9D20-3EB582CD126B},RBA,862,Venezuela (Bolivarian Republic of),Venezuela (República Bolivariana de),فنزويلا (جمهورية - البوليفارية),Venezuela (République bolivarienne du),Венесуэла (Боливарианская Республика),委内瑞拉玻利瓦尔共和国,Americas,Latin America and the Caribbean,South America,VEN,VEN,NA,1666109157000
45,GLP,Guadeloupe (FRA),Active,-2209161600000,Active,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Europe,Europe,"Northern, Western, Central and Southern Europe",FRA ABC,Inactive,NA,{9C5AC7CA-8B6E-4920-8394-59DFE4838CC6},RBE,312,Guadeloupe,Guadalupe,غوادلوب,Guadeloupe,Гваделупа,瓜德罗普,Americas,Latin America and the Caribbean,Caribbean,GLP,FRA,NA,1666109157000
28,NCL,French New Caledonia (FRA),Active,-2209161600000,Active,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Europe,Asia and the Pacific,East Asia and the Pacific,None,Inactive,NA,{6D452D12-5BB0-4CEC-BAC4-7265A892B951},RBE,540,New Caledonia,Nueva Caledonia,كاليدونيا الجديدة,Nouvelle-Calédonie,Новая Каледония,新喀里多尼亚,Oceania,,Melanesia,FNC,FRA,NA,1666109157000
13,NIU,Niue (NZL),Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Asia and the Pacific,Asia and the Pacific,East Asia and the Pacific,None,Inactive,NA,{B16122EA-A8B7-4EBE-9E21-863593EB7F33},RBAP,570,Niue,Niue,نيوي,Nioué,Ниуэ,纽埃,Oceania,,Polynesia,NIU,NZL,NA,1666109157000
273,KUR,Kurdistan,Inactive,NA,Inactive,NA,NA,Inactive,NA,Inactive,NA,NA,NA,NA,NA,NA,Inactive,NA,{E442C05A-D3D2-4EF0-9604-9E3DDF79D14B},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,XKX,Kosovo (SRB),Inactive,NA,Inactive,NA,NA,Inactive,NA,Inactive,NA,NA,NA,NA,NA,NA,Inactive,UNHCR created ISO3,{6D17CA7F-0A2F-42B5-B66A-AF73DE2549DF},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KOS,SRB,NA,1666109209000
270,TIB,Tibet,Inactive,NA,Inactive,NA,NA,Inactive,NA,Inactive,NA,NA,NA,NA,NA,NA,Inactive,NA,{B46EA938-79B6-462C-8C73-AA7E8A3B471A},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,SCG,Serbia and Montenegro,Inactive,NA,Inactive,NA,NA,Inactive,NA,Inactive,NA,NA,NA,NA,NA,NA,Inactive,NA,{D95CF4F9-74B6-4EBA-B4B2-E1D3C7C873FB},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,YUG,Yugoslavia,Inactive,NA,Inactive,NA,NA,Inactive,NA,Inactive,NA,NA,NA,NA,NA,NA,Inactive,NA,{EE20BE56-6A2B-4149-9F84-A492BDE1599A},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,NLD,Netherlands (Kingdom of the),Active,-431222400000,Active,-34387200000,,Active,-243734400000,Active,484790400000,,Regional Bureau for Europe,Europe,"Northern, Western, Central and Southern Europe",BEL RO ABC,Inactive,NA,{AFC3B29D-B6A0-413F-AEAF-4191F4C0CD9B},RBE,528,Netherlands (Kingdom of the),Países Bajos (Reino de los), (_هولندا (مملكة  ,Pays-Bas (Royaume des),Нидерланды (Королевство),荷兰王国,Europe,,Western Europe,NET,NLD,NA,1666109157000
